id_busca,nome,hidden_layers,dropout,learning_rate,batch_size,patience,fold,n_train,n_val,train_start,train_end,val_start,val_end,rmse_delta_lon,rmse_delta_lat,rmse_medio,mae_delta_lon,mae_delta_lat,mae_medio,r2_delta_lon,r2_delta_lat,best_epoch,best_val_loss_scaled
18,2camadas_32-16_drop0.3_lr0.001_batch64,"[32, 16]",0.3,0.001,64,20,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16084382753845824,0.17246218963777069,0.16665300858811447,0.11540276552810526,0.1195689259907094,0.11748584575940732,0.04139644088078209,0.15765564395062492,37,0.7738200548997859
18,2camadas_32-16_drop0.3_lr0.001_batch64,"[32, 16]",0.3,0.001,64,20,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.15124971659982359,0.12975555277280396,0.14050263468631377,0.1137945148288916,0.09699880270031312,0.10539665876460236,0.08290676278680353,0.32026008963054753,77,0.5550532579914598
19,2camadas_128-64_drop0.1_lr0.002_batch64,"[128, 64]",0.1,0.002,64,10,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.20334218667594958,0.17934908071311856,0.19134563369453406,0.1493172580262731,0.1303124036583142,0.13981483084229365,0.15323982269201464,-0.01620328358270795,19,0.91261783878455
19,2camadas_128-64_drop0.1_lr0.002_batch64,"[128, 64]",0.1,0.002,64,10,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.1875239451633811,0.13080139065435578,0.15916266790886846,0.13489825673490952,0.09057384015566487,0.1127360484452872,0.07501166600149611,0.2593624119733112,2,0.6268519287580973
19,2camadas_128-64_drop0.1_lr0.002_batch64,"[128, 64]",0.1,0.002,64,10,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16279273745644332,0.1716482826567507,0.167220510056597,0.11639306371404677,0.11888434610304312,0.11763870490854494,0.018025317546254693,0.1655874948526156,4,0.7768817089267612
19,2camadas_128-64_drop0.1_lr0.002_batch64,"[128, 64]",0.1,0.002,64,10,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.15157936903019698,0.13016982549924114,0.14087459726471907,0.11356690369913541,0.09743418914191834,0.10550054642052688,0.07890475233129579,0.3159127267506453,9,0.5580016795761329
20,2camadas_32-16_drop0.0_lr0.001_batch64,"[32, 16]",0.0,0.001,64,15,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.2027870904305829,0.18204541371518482,0.19241625207288388,0.1483748673310131,0.13342350184473561,0.14089918458787437,0.15785659051095546,-0.04698815496186226,26,0.9221686620390817
20,2camadas_32-16_drop0.0_lr0.001_batch64,"[32, 16]",0.0,0.001,64,15,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.1877734944501972,0.1328901636229532,0.1603318290365752,0.13436835491849847,0.09280588443041483,0.11358711967445664,0.07254815374339463,0.2355189954805338,22,0.6355098204298334
20,2camadas_32-16_drop0.0_lr0.001_batch64,"[32, 16]",0.0,0.001,64,15,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.17072603913837198,0.1746029152282029,0.17266447718328742,0.12486754536358935,0.12023742982476361,0.12255248759417647,-0.08001495213959431,0.1366142828338064,11,0.8242815394991452
20,2camadas_32-16_drop0.0_lr0.001_batch64,"[32, 16]",0.0,0.001,64,15,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.14869142555023765,0.1315307227199017,0.14011107413506968,0.1127099598223469,0.10092575082431383,0.10681785532333037,0.11366846361010619,0.3015339869370549,11,0.5522590067761004
